Vendor,Job,Date,PO No.,Item,Description,Qty.,Rate,Unit,Amount,Tax
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"4"" GASKET 150# RF 1/8"" SPIRAL WOUND, GRAPHITE FILLED, 304SS, CGI STYLE, API-601, ASME B16.20",1,$11.0,,$11.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"3"" GASKET 600# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",2,$12.0,,$24.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"3"" GASKET 600# RF 1/8"" SPIRAL WOUND, GRAPHITE FILLED, 304SS, CGI STYLE, API-601, ASME B16.20",4,$13.0,,$52.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"3"" GASKET 300# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",1,$14.0,,$14.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"3"" GASKET 150# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",2,$15.0,,$30.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"2"" GASKET 600# RF 1/8"" SPIRAL WOUND, GRAPHITE FILLED, 316SS, CGI STYLE, API-601, ASME B16.20",2,$16.0,,$32.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"2"" GASKET 150# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",1,$17.0,,$17.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"18"" GASKET 300# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",1,$18.0,,$18.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"14"" GASKET 300# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING FLEXITALLIC CGI GREEN w/ GRAY STRIPE",2,$19.0,,$38.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"12"" GASKET 600# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING FLEXITALLIC CGI GREEN w/ GRAY STRIPE",9,$20.0,,$180.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"12"" GASKET 600# RF 1/8"" SPIRAL WOUND, GRAPHITE FILLED, 316SS, CGI STYLE, API-601, ASME B16.20",4,$21.0,,$84.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"10"" GASKET 600# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",1,$22.0,,$22.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"10"" GASKET 600# RF 1/8"" SPIRAL WOUND, GRAPHITE FILLED, 316SS, CGI STYLE, API-601, ASME B16.20",2,$23.0,,$46.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"10"" GASKET 300# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",3,$24.0,,$72.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"1"" GASKET 600# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING,316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",2,$25.0,,$50.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"1 1/2"" GASKET 600# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",1,$26.0,,$26.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"1 1/2"" GASKET 600# RF 1/8"" SPIRAL WOUND, GRAPHITE FILLED, 304SS, CGI STYLE, API-601, ASME B16.20",2,$27.0,,$54.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"1 1/2"" GASKET 300# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING,316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",1,$28.0,,$28.0,4.3300%
Advanced Piping Products Inc.,Field\Fabrication Job,2022-09-16,6958-551,30635,"1 1/2"" GASKET 1500# RF 1/8"" SPIRALWOUND 316LSS WINDING, FLEXICARB FILLER, CS GUIDE RING, 316LSS INNER RING, FLEXITALLIC CGI GREEN w/ GRAY STRIPE",1,$29.0,,$29.0,4.3300%
